Transaction ID,Date,Company,Category,Amount (USD)
TXN002991,2023-04-07,AMC #56817,Entertainment,44.38
TXN000261,2023-04-08,MACYS.COM,Clothing,234.98
TXN000695,2023-04-08,DOORDASH DASHPASS,Food & Drink,92.51
TXN001516,2023-04-08,VENMO,Finance,484.26
TXN001834,2023-04-08,RITE AID STORE 1884,Health,2.30
TXN002521,2023-04-08,AIRBNB PAYMENTS,Travel,145.16
TXN000529,2023-04-09,ETSY.COM,Shopping,236.53
TXN001209,2023-04-09,AMEX EPAYMENT ACH PMT,Finance,149.49
TXN001512,2023-04-09,EXXON/MOBIL #8046435,Gas & Transport,405.12
TXN001811,2023-04-10,BP#200976143956,Gas & Transport,343.28
TXN002090,2023-04-10,LYFT,Gas & Transport,61.17
TXN002632,2023-04-10,COSTCO.COM,Shopping,355.22
TXN000539,2023-04-11,NATIONALGRIDUS,Utilities,178.59
TXN000839,2023-04-11,CONED WEB PAY,Utilities,401.47
TXN001431,2023-04-11,TRADER JOE'S #718,Groceries,312.99
TXN001467,2023-04-11,PETCO #76333,Pets,32.16
TXN002586,2023-04-11,CONED WEB PAY,Utilities,399.93
TXN002714,2023-04-11,NATIONALGRIDUS,Utilities,207.58
TXN002850,2023-04-11,ALDI #84370,Groceries,472.01
TXN000402,2023-04-12,AMEX EPAYMENT ACH PMT,Finance,93.86
TXN000599,2023-04-12,Amazon.com*24PPKVDE,Shopping,70.11
TXN001144,2023-04-12,AMZ*8UOMVO8J,Shopping,211.18
TXN001570,2023-04-13,PUBLIX #6797,Groceries,47.82
TXN001191,2023-04-14,DELTA*343433835833,Travel,206.10
TXN001553,2023-04-14,VZW*VERIZON,Utilities,93.63
TXN001901,2023-04-14,SUBWAY #9580743,Food & Drink,242.46
TXN001936,2023-04-14,TJ MAXX #7971078,Clothing,266.95
TXN001992,2023-04-14,SHELL SERVICE STATION,Gas & Transport,408.14
TXN002868,2023-04-14,PAYPAL *INST XFER,Finance,429.12
TXN000154,2023-04-15,DOORDASH*SUBWAY,Food & Drink,326.11
TXN000348,2023-04-15,MICROSOFT 365,Subscriptions,494.57
TXN000870,2023-04-16,HULU*49500527,Subscriptions,57.75
TXN001201,2023-04-16,PLANET FITNESS #2463,Health & Fitness,419.72
TXN001270,2023-04-16,NATIONALGRIDUS,Utilities,333.35
TXN002626,2023-04-16,STEAMGAMES.COM,Entertainment,184.67
TXN000030,2023-04-17,CHIPOTLE ONLINE,Food & Drink,237.01
TXN000130,2023-04-17,ITunes.com/bill,Entertainment,187.18
TXN000399,2023-04-17,PANERABREAD.COM,Food & Drink,230.39
TXN001079,2023-04-17,AMAZON PRIME*9LBVPOVH,Shopping,444.85
TXN001605,2023-04-17,H & M #86552,Clothing,115.40
TXN002005,2023-04-17,CONED WEB PAY,Utilities,427.79
TXN002824,2023-04-17,VERIZON WIRELESS,Utilities,367.10
TXN000711,2023-04-18,ATT*BILL PAYMENT,Utilities,174.89
TXN001398,2023-04-18,DD/BR #724869,Food & Drink,35.73
TXN001610,2023-04-18,RITE AID STORE 3852,Health,147.60
TXN002133,2023-04-18,GRUBHUB.COM,Food & Drink,211.11
TXN002286,2023-04-18,SOUTHWESTAIR.COM,Travel,358.63
TXN001636,2023-04-19,EXXON/MOBIL #8755916,Gas & Transport,475.66
TXN001757,2023-04-19,ITunes.com/bill,Entertainment,73.78
TXN002722,2023-04-19,CHASE CREDIT CRD EPAY,Finance,456.83
TXN000615,2023-04-20,AMZ*YWI83GMR,Shopping,370.24
TXN000986,2023-04-20,REGAL CINEMAS #4759,Entertainment,450.80
TXN001618,2023-04-20,NATIONALGRIDUS,Utilities,10.25
TXN001746,2023-04-20,MCDONALD'S F77980,Food & Drink,39.06
TXN002394,2023-04-20,UBER* TRIP HELP.UBER.COM,Gas & Transport,356.94
TXN002560,2023-04-20,CONED WEB PAY,Utilities,335.36
TXN000850,2023-04-21,NIKE #2995,Clothing,343.38
TXN001426,2023-04-21,ALDI #17742,Groceries,219.72
TXN001603,2023-04-21,SAFEWAY #1670,Groceries,179.78
TXN002522,2023-04-21,APPLE.COM/BILL,Electronics,100.20
TXN002853,2023-04-21,GRUBHUB.COM,Food & Drink,142.46
TXN000057,2023-04-22,MSBILL.INFO,Subscriptions,216.61
TXN001649,2023-04-22,VENMO,Finance,136.88
TXN002485,2023-04-22,Google Play,Entertainment,477.18
TXN001285,2023-04-23,PAYPAL *EBAY,Shopping,31.95
TXN002274,2023-04-23,UBER *TRIP,Gas & Transport,343.09
TXN000059,2023-04-24,TARGET #5525,Shopping,496.20
TXN000777,2023-04-24,COMCAST*928248846,Utilities,388.06
TXN001264,2023-04-24,PETCO #23011,Pets,343.33
TXN000260,2023-04-25,AT&T MOBILITY,Utilities,90.81
TXN000686,2023-04-25,CONED WEB PAY,Utilities,273.50
TXN000927,2023-04-25,LINKEDIN LEARNING,Education,203.15
TXN001156,2023-04-25,PAYPAL *PAYMENT,Finance,321.37
TXN002139,2023-04-25,VALVE*STEAM,Entertainment,175.14
TXN000120,2023-04-26,GAP #83974,Clothing,141.62
TXN001404,2023-04-26,PUBLIX #4484,Groceries,223.32
TXN001494,2023-04-26,EQUINOX #5783,Health & Fitness,454.89
TXN002210,2023-04-26,NETFLIX.COM,Subscriptions,306.66
TXN001025,2023-04-27,BKG*1380355476899,Travel,42.63
TXN001226,2023-04-27,VERIZON WIRELESS,Utilities,173.13
TXN000101,2023-04-28,PETSMART #1535,Pets,318.22
TXN000139,2023-04-28,VENMO,Finance,213.19
TXN000157,2023-04-28,UBER EATS HELP.UBER.COM,Food & Drink,177.87
TXN002084,2023-04-28,PANERA BREAD #6024,Food & Drink,466.41
TXN000528,2023-04-29,TJ MAXX #6941615,Clothing,172.76
TXN001522,2023-04-29,ETSY.COM,Shopping,446.27
TXN001806,2023-04-29,EXPEDIA,Travel,150.71
TXN002470,2023-04-29,NATIONALGRIDUS,Utilities,332.22
TXN000307,2023-04-30,BEST BUY CO INC,Electronics,337.42
TXN001640,2023-04-30,WALGREENS STORE,Health,171.00
TXN001860,2023-04-30,ITunes.com/bill,Entertainment,73.99
TXN002456,2023-04-30,PETCO #75532,Pets,241.64
TXN000203,2023-05-01,CHEVRON 24722164135881,Gas & Transport,26.46
TXN001292,2023-05-01,IKEA.COM/US,Home & Furniture,386.81
TXN001457,2023-05-01,ALDI #55851,Groceries,408.82
TXN002349,2023-05-01,UBER* EATS,Food & Drink,472.68
TXN002765,2023-05-01,SPOTIFY P42041,Subscriptions,63.81
TXN000785,2023-05-02,KROGER FUEL CENTER,Groceries,390.42
TXN001615,2023-05-02,EQUINOX #8153,Health & Fitness,428.96
TXN002265,2023-05-02,BESTBUY.COM,Electronics,352.81
TXN002374,2023-05-02,GAP.COM,Clothing,310.46
TXN002799,2023-05-02,SUBWAY #1239780,Food & Drink,71.40
TXN002111,2023-05-03,COURSERA INC,Education,498.00
TXN002207,2023-05-03,OLDNAVY.COM,Clothing,17.75
TXN002701,2023-05-03,LOWES.COM,Home Improvement,346.24
TXN000789,2023-05-04,Spotify USA,Subscriptions,327.36
TXN001894,2023-05-04,PUBLIX #697,Groceries,474.41
TXN002554,2023-05-04,UBEREATS,Food & Drink,220.85
TXN002827,2023-05-04,NETFLIX.COM,Subscriptions,246.72
TXN000238,2023-05-05,DOORDASH DASHPASS,Food & Drink,34.29
TXN001422,2023-05-05,WAL-MART #2616,Shopping,181.83
TXN002373,2023-05-05,ADOBE*006366602,Subscriptions,371.02
TXN001095,2023-05-06,CHASE CREDIT CRD EPAY,Finance,448.15
TXN001108,2023-05-06,BESTBUY.COM,Electronics,231.21
TXN001143,2023-05-06,AMERICAN AIRLINES,Travel,111.67
TXN001202,2023-05-06,TRADER JOE'S #535,Groceries,419.02
TXN002593,2023-05-06,CHASE CREDIT CRD EPAY,Finance,211.77
TXN002856,2023-05-06,COURSERA INC,Education,267.88
TXN000531,2023-05-07,WELLS FARGO BANK,Finance,233.96
TXN000921,2023-05-07,OLD NAVY #54267,Clothing,419.59
TXN001659,2023-05-07,WAYFAIR*20355048,Home & Furniture,131.80
TXN001794,2023-05-07,AMEX EPAYMENT ACH PMT,Finance,258.35
TXN000140,2023-05-08,LYFT *RIDE,Gas & Transport,363.11
TXN000362,2023-05-08,ETSY INC,Shopping,262.62
TXN002318,2023-05-08,UBER *TRIP,Gas & Transport,486.02
TXN002539,2023-05-08,AIRBNB * ORLNNM,Travel,142.30
TXN002922,2023-05-08,HILTON HHONORS,Travel,206.93
TXN000284,2023-05-09,LINKEDIN*PREMIUM,Education,40.07
TXN000735,2023-05-09,RITE AID STORE 9741,Health,7.06
TXN001274,2023-05-09,UBER EATS HELP.UBER.COM,Food & Drink,215.30
TXN000581,2023-05-10,NIKE #3574,Clothing,302.97
TXN001914,2023-05-10,COSTCO GAS #0747,Shopping,11.79
TXN002860,2023-05-10,ETSY INC,Shopping,106.80
TXN000064,2023-05-11,PANERA BREAD #187,Food & Drink,397.17
TXN000279,2023-05-11,UBER* TRIP HELP.UBER.COM,Gas & Transport,490.04
TXN001814,2023-05-11,GRUBHUB*BURGER JOINT,Food & Drink,45.33
TXN002124,2023-05-11,GAP.COM,Clothing,471.28
TXN002196,2023-05-11,PETCO #83179,Pets,420.29
TXN002366,2023-05-11,AMEX EPAYMENT ACH PMT,Finance,378.73
TXN001402,2023-05-12,BOOKING.COM,Travel,9.96
TXN002193,2023-05-12,GOOGLE*SVCSAPPS,Entertainment,396.71
TXN001080,2023-05-13,DUNKIN DONUTS,Food & Drink,376.30
TXN001174,2023-05-13,PLANET FITNESS #3786,Health & Fitness,56.97
TXN002423,2023-05-13,PANERA BREAD #4690,Food & Drink,478.74
TXN002440,2023-05-13,IKEA.COM/US,Home & Furniture,244.32
TXN000017,2023-05-14,ADOBE  *ADOBE,Subscriptions,369.53
TXN000451,2023-05-14,HULU*45240209,Subscriptions,269.10
TXN000718,2023-05-14,Spotify USA,Subscriptions,96.58
TXN001380,2023-05-14,GRUBHUB.COM,Food & Drink,303.19
TXN002146,2023-05-14,DELTA AIR LINES,Travel,230.66
TXN002476,2023-05-14,GAP.COM,Clothing,195.38
TXN000463,2023-05-15,GRUBHUB.COM,Food & Drink,54.26
TXN001586,2023-05-15,DOORDASH DASHPASS,Food & Drink,93.33
TXN001612,2023-05-15,DELTA*637252994935,Travel,296.67
TXN001665,2023-05-15,VENMO,Finance,224.97
TXN002434,2023-05-15,SHELL OIL 61368503123509,Gas & Transport,156.12
TXN000051,2023-05-16,RITE AID STORE 2985,Health,236.74
TXN001620,2023-05-16,TJMAXX.COM,Clothing,112.31
TXN002237,2023-05-16,WAYFAIR,Home & Furniture,234.79
TXN001790,2023-05-17,CHASE CREDIT CRD EPAY,Finance,68.57
TXN001872,2023-05-17,COSTCO WHSE #0896,Shopping,74.18
TXN000509,2023-05-18,COSTCO GAS #0519,Shopping,195.82
TXN000790,2023-05-18,CHEWY*96597819,Pets,252.31
TXN000924,2023-05-18,BKG*5770340980804,Travel,96.55
TXN001157,2023-05-18,SHELL SERVICE STATION,Gas & Transport,19.64
TXN001699,2023-05-18,NETFLIX.COM,Subscriptions,342.95
TXN000386,2023-05-19,AIRBNB PAYMENTS,Travel,49.41
TXN000607,2023-05-19,T-MOBILE*AUTO PAY,Utilities,414.92
TXN000638,2023-05-19,COSTCO.COM,Shopping,479.11
TXN000827,2023-05-19,VERIZON WIRELESS,Utilities,482.00
TXN001496,2023-05-19,COURSERA INC,Education,174.06
TXN001752,2023-05-19,PETCO #78461,Pets,121.03
TXN000395,2023-05-20,NATIONALGRIDUS,Utilities,376.09
TXN000513,2023-05-20,HOME DEPOT.COM,Home Improvement,240.36
TXN000806,2023-05-20,REGAL CINEMAS #4217,Entertainment,446.04
TXN002659,2023-05-20,SOUTHWESTAIR.COM,Travel,273.60
TXN002669,2023-05-20,WELLS FARGO BANK,Finance,268.25
TXN002407,2023-05-21,LYFT *RIDE,Gas & Transport,284.55
TXN002862,2023-05-21,SUBWAY #1760929,Food & Drink,440.67
TXN000717,2023-05-22,DUNKIN DONUTS,Food & Drink,413.96
TXN001942,2023-05-22,AMERICAN AIRLINES,Travel,400.47
TXN002284,2023-05-22,MCDONALD'S F33840,Food & Drink,463.88
TXN002757,2023-05-22,SPOTIFY P84379,Subscriptions,473.44
TXN000168,2023-05-23,WHOLEFDS SEA 306,Groceries,200.61
TXN000602,2023-05-23,NETFLIX.COM,Subscriptions,358.81
TXN000623,2023-05-23,PSN*PLAYSTATION,Entertainment,266.13
TXN000974,2023-05-23,IKEA.COM/US,Home & Furniture,224.01
TXN002354,2023-05-23,ZARA USA LLC,Clothing,458.15
TXN000518,2023-05-24,PLAYSTATION NETWORK,Entertainment,250.46
TXN000946,2023-05-24,VERIZON WIRELESS,Utilities,468.52
TXN001204,2023-05-24,MACY'S #2616,Clothing,124.98
TXN001604,2023-05-24,HOME DEPOT.COM,Home Improvement,247.24
TXN000041,2023-05-25,COURSERA,Education,354.72
TXN000899,2023-05-25,BEST BUY #4080470,Electronics,228.71
TXN001098,2023-05-25,PETCO #91621,Pets,41.85
TXN001865,2023-05-25,SOUTHWESTAIR.COM,Travel,153.16
TXN002481,2023-05-25,GAP.COM,Clothing,342.56
TXN000819,2023-05-26,BOOKING.COM,Travel,321.34
TXN000889,2023-05-26,PANERA BREAD #3560,Food & Drink,87.97
TXN001235,2023-05-26,WALGREENS #17302,Health,44.67
TXN002775,2023-05-26,TMOBILE*POSTPAID,Utilities,28.17
TXN001993,2023-05-27,T-MOBILE*AUTO PAY,Utilities,253.88
TXN002612,2023-05-27,AMEX EPAYMENT ACH PMT,Finance,82.96
TXN000476,2023-05-28,Spotify USA,Subscriptions,232.24
TXN000584,2023-05-28,DOORDASH*CHIPOTLE,Food & Drink,276.61
TXN000677,2023-05-28,KROGER #826,Groceries,197.86
TXN000814,2023-05-28,PAYPAL *EBAY,Shopping,454.39
TXN002635,2023-05-28,AT&T MOBILITY,Utilities,180.42
TXN002731,2023-05-28,VALVE*STEAM,Entertainment,298.68
TXN002822,2023-05-28,COMCAST CABLE COMM,Utilities,149.29
TXN000080,2023-05-29,UDEMY.COM*8SU11YWJ,Education,24.99
TXN000117,2023-05-29,WHOLEFDS SF 311,Groceries,219.10
TXN000632,2023-05-29,CHEWY.COM,Pets,342.27
TXN001000,2023-05-29,T-MOBILE*AUTO PAY,Utilities,474.53
TXN001507,2023-05-29,WAYFAIR*87237919,Home & Furniture,76.64
TXN002191,2023-05-29,CONED WEB PAY,Utilities,440.64
TXN000055,2023-05-30,ATT*BILL PAYMENT,Utilities,186.93
TXN000361,2023-05-30,PAYPAL *TRANSFER,Finance,190.85
TXN001283,2023-05-30,SPOTIFY P94288,Subscriptions,250.45
TXN000072,2023-05-31,KROGER #219,Groceries,104.23
TXN000480,2023-05-31,AMEX EPAYMENT ACH PMT,Finance,494.70
TXN001094,2023-05-31,UBER* TRIP HELP.UBER.COM,Gas & Transport,287.82
TXN001338,2023-05-31,EQUINOX #1506,Health & Fitness,482.98
TXN002136,2023-05-31,WHOLEFDS SEA 225,Groceries,435.03
TXN002229,2023-05-31,WAYFAIR,Home & Furniture,120.45
TXN002411,2023-05-31,PLANET FITNESS #5359,Health & Fitness,94.41
TXN001282,2023-06-01,SAFEWAY #5557,Groceries,261.27
TXN002204,2023-06-01,DISNEYPLUS.COM,Subscriptions,299.62
TXN000358,2023-06-02,MCDONALDS #44259,Food & Drink,362.47
TXN000655,2023-06-02,AT&T *PAYMENT,Utilities,447.96
TXN001166,2023-06-02,WALGREENS #65584,Health,163.33
TXN001921,2023-06-02,HULU*51541410,Subscriptions,281.15
TXN000075,2023-06-03,UBER* EATS,Food & Drink,381.33
TXN000676,2023-06-03,AT&T *PAYMENT,Utilities,483.58
TXN001165,2023-06-03,CAPITAL ONE ONLINE PMT,Finance,273.89
TXN001421,2023-06-03,WELLS FARGO BANK,Finance,133.43
TXN002188,2023-06-03,AIRBNB PAYMENTS,Travel,261.34
TXN002673,2023-06-03,WHOLEFDS LA 702,Groceries,497.85
TXN002929,2023-06-03,PLAYSTATION*STORE,Entertainment,84.31
TXN001415,2023-06-04,SUBWAY #8890783,Food & Drink,349.32
TXN001791,2023-06-04,PETSMART #2590,Pets,37.38
TXN000782,2023-06-05,LOWES.COM,Home Improvement,403.08
TXN001134,2023-06-05,PLAYSTATION NETWORK,Entertainment,355.15
TXN002532,2023-06-05,UBER *TRIP,Gas & Transport,457.09
TXN000018,2023-06-06,MARRIOTT,Travel,205.00
TXN000548,2023-06-06,SPOTIFY P89369,Subscriptions,296.31
TXN000662,2023-06-06,UBER *TRIP,Gas & Transport,99.97
TXN002920,2023-06-06,AMZN Mktp US*SUMEPQXF,Shopping,70.83
TXN000420,2023-06-07,CVS PHARMACY,Health,411.68
TXN000688,2023-06-07,PLANET FITNESS #7728,Health & Fitness,462.70
TXN002562,2023-06-07,DOORDASH*MCDONALD'S,Food & Drink,65.86
TXN000595,2023-06-08,AIRBNB * FBCJCY,Travel,80.53
TXN001203,2023-06-08,WALGREENS #52380,Health,321.53
TXN001488,2023-06-08,IKEA.COM/US,Home & Furniture,469.22
TXN001946,2023-06-08,GRUBHUB.COM,Food & Drink,405.37
TXN000085,2023-06-09,EQUINOX #1040,Health & Fitness,383.68
TXN001651,2023-06-09,PUBLIX #3186,Groceries,351.79
TXN001504,2023-06-10,SUBWAY #2702549,Food & Drink,371.01
TXN001595,2023-06-10,H&M STORE,Clothing,424.94
TXN002848,2023-06-10,GOOGLE *PLAY,Entertainment,438.01
TXN000273,2023-06-11,GRUBHUB*PIZZA CO,Food & Drink,373.35
TXN000338,2023-06-11,CHEVRON #666275,Gas & Transport,477.22
TXN000499,2023-06-11,GAP #76692,Clothing,383.20
TXN001075,2023-06-11,UDEMY.COM*Z5R6MYFF,Education,481.44
TXN001222,2023-06-11,PAYPAL *TRANSFER,Finance,321.29
TXN001721,2023-06-11,MCDONALD'S F58611,Food & Drink,278.07
TXN002007,2023-06-11,TJ MAXX #8393014,Clothing,411.00
TXN002392,2023-06-11,CONED WEB PAY,Utilities,442.90
TXN002466,2023-06-11,WAYFAIR*65150254,Home & Furniture,398.53
TXN002517,2023-06-11,NIKE STORE,Clothing,21.51
TXN002778,2023-06-11,BKG*6713717850657,Travel,216.08
TXN000115,2023-06-12,PAYPAL *PAYMENT,Finance,262.35
TXN000158,2023-06-12,IKEA.COM/US,Home & Furniture,405.37
TXN000432,2023-06-12,H&M STORE,Clothing,326.08
TXN000627,2023-06-12,PETCO #10870,Pets,244.33
TXN002888,2023-06-12,MACYS.COM,Clothing,391.79
TXN000141,2023-06-13,COMCAST*684377262,Utilities,45.04
TXN000587,2023-06-13,MCDONALDS #51537,Food & Drink,141.79
TXN000710,2023-06-13,STARBUCKS #20710,Food & Drink,407.22
TXN002044,2023-06-13,BESTBUY.COM,Electronics,229.43
TXN002662,2023-06-13,DOORDASH DASHPASS,Food & Drink,307.95
TXN002926,2023-06-13,BP#929198283739,Gas & Transport,362.25
TXN000443,2023-06-14,WHOLE FOODS MARKET,Groceries,298.63
TXN000667,2023-06-14,AMAZON WEB SVCS,Shopping,157.58
TXN001634,2023-06-14,CONED WEB PAY,Utilities,87.72
TXN002643,2023-06-14,WALGREENS #64872,Health,101.82
TXN000712,2023-06-15,TARGET T-1628,Shopping,333.70
TXN001364,2023-06-15,GAP #68936,Clothing,32.61
TXN002164,2023-06-15,CHASE CREDIT CRD EPAY,Finance,43.90
TXN000552,2023-06-16,UDEMY,Education,301.96
TXN000737,2023-06-16,AMEX EPAYMENT ACH PMT,Finance,362.31
TXN001057,2023-06-16,SAFEWAY #2053,Groceries,89.05
TXN001767,2023-06-16,NIKE.COM,Clothing,8.90
TXN000433,2023-06-17,COMCAST CABLE COMM,Utilities,188.20
TXN000616,2023-06-17,AMERICAN AIRLINES,Travel,241.25
TXN000048,2023-06-18,EQUINOX #1541,Health & Fitness,304.78
TXN001046,2023-06-18,TARGET T-3381,Shopping,143.48
TXN001088,2023-06-18,PETSMART #4410,Pets,221.67
TXN001887,2023-06-18,LOWES.COM,Home Improvement,244.19
TXN002644,2023-06-18,ETSY INC,Shopping,131.25
TXN002966,2023-06-18,OLD NAVY #42692,Clothing,2.20
TXN001616,2023-06-19,TRADER JOE'S #892,Groceries,350.27
TXN001072,2023-06-20,EQUINOX #9173,Health & Fitness,311.54
TXN001731,2023-06-20,AMERICAN AIRLINES,Travel,325.18
TXN000597,2023-06-21,TMOBILE*POSTPAID,Utilities,357.25
TXN000473,2023-06-22,EXPEDIA*721610377,Travel,421.39
TXN000475,2023-06-22,TRADER JOE'S #814,Groceries,116.52
TXN000646,2023-06-22,CAPITAL ONE ONLINE PMT,Finance,464.81
TXN001672,2023-06-22,EQUINOX #7476,Health & Fitness,128.60
TXN001725,2023-06-22,VZWRLSS*APOCC VISE,Utilities,163.62
TXN002353,2023-06-22,NIKE.COM,Clothing,148.06
TXN002502,2023-06-22,NATIONALGRIDUS,Utilities,300.15
TXN000567,2023-06-23,DUNKIN #379585,Food & Drink,404.22
TXN000183,2023-06-24,TARGET T-9182,Shopping,491.06
TXN001026,2023-06-24,WAL-MART #2557,Shopping,423.74
TXN001351,2023-06-24,TMOBILE*POSTPAID,Utilities,36.51
TXN001701,2023-06-24,MACY'S #1870,Clothing,187.30
TXN002212,2023-06-24,PLAYSTATION NETWORK,Entertainment,8.40
TXN002488,2023-06-24,GRUBHUB*SUSHI PLACE,Food & Drink,267.50
TXN002831,2023-06-24,WELLS FARGO BANK,Finance,103.54
TXN000005,2023-06-25,SOUTHWEST AIR,Travel,472.40
TXN000164,2023-06-25,Spotify USA,Subscriptions,323.94
TXN000240,2023-06-25,NIKE #6073,Clothing,37.02
TXN001135,2023-06-25,SAFEWAY #4686,Groceries,105.36
TXN001626,2023-06-25,EXXON/MOBIL #4718218,Gas & Transport,241.72
TXN001736,2023-06-25,PUBLIX #7297,Groceries,299.34
TXN000904,2023-06-27,BESTBUY.COM,Electronics,461.65
TXN001045,2023-06-27,DELTA AIR LINES,Travel,202.02
TXN001217,2023-06-27,CVS/PHARM,Health,21.08
TXN001326,2023-06-27,COMCAST*823925708,Utilities,157.57
TXN001742,2023-06-27,ADOBE  *ADOBE,Subscriptions,16.87
TXN002565,2023-06-27,TJ MAXX #3258250,Clothing,264.34
TXN000125,2023-06-28,CHASE AUTOPAY,Finance,126.71
TXN000985,2023-06-28,REGAL CINEMAS #5388,Entertainment,398.51
TXN001388,2023-06-28,DISNEYPLUS.COM,Subscriptions,371.40
TXN001569,2023-06-28,ETSY.COM,Shopping,404.92
TXN002437,2023-06-28,CHIPOTLE #9214,Food & Drink,62.03
TXN000614,2023-06-29,PLAYSTATION NETWORK,Entertainment,306.29
TXN000864,2023-06-29,UBEREATS,Food & Drink,250.89
TXN001139,2023-06-29,KROGER #513,Groceries,342.77
TXN001300,2023-06-29,SAFEWAY #8779,Groceries,58.79
TXN001730,2023-06-29,PETCO #12498,Pets,139.78
TXN002497,2023-06-29,SPOTIFY P18496,Subscriptions,81.27
TXN002777,2023-06-29,COMCAST*156668104,Utilities,305.48
TXN000542,2023-06-30,WAYFAIR LLC,Home & Furniture,12.40
TXN001328,2023-06-30,NETFLIX.COM,Subscriptions,354.60
TXN001430,2023-06-30,WELLS FARGO BANK,Finance,130.44
TXN001761,2023-06-30,AA*686301270957,Travel,253.70
TXN002055,2023-06-30,BP GAS #275174,Gas & Transport,269.54
TXN000497,2023-07-01,BEST BUY #5905478,Electronics,229.01
TXN000942,2023-07-01,DISNEY PLUS,Subscriptions,408.23
TXN001739,2023-07-01,VALVE*STEAM,Entertainment,45.14
TXN002512,2023-07-01,EXXONMOBIL GAS,Gas & Transport,257.29
TXN000016,2023-07-02,TRADER JOE'S #263,Groceries,176.26
TXN000081,2023-07-02,HULU,Subscriptions,200.98
TXN000298,2023-07-02,ZARA #2765,Clothing,208.54
TXN000803,2023-07-02,HILTON HHONORS,Travel,267.60
TXN000831,2023-07-02,SOUTHWEST AIR,Travel,205.78
TXN001171,2023-07-02,PSN*PLAYSTATION,Entertainment,200.76
TXN001348,2023-07-02,HULU,Subscriptions,271.52
TXN002753,2023-07-02,COURSERA,Education,88.80
TXN000749,2023-07-03,KROGER FUEL CENTER,Groceries,422.35
TXN001462,2023-07-03,GRUBHUB.COM,Food & Drink,449.50
TXN001676,2023-07-03,CAPITAL ONE ONLINE PMT,Finance,69.40
TXN002523,2023-07-03,TJMAXX.COM,Clothing,412.04
TXN000090,2023-07-04,BEST BUY CO INC,Electronics,45.94
TXN001161,2023-07-04,EQUINOX #8476,Health & Fitness,75.90
TXN002402,2023-07-04,PANERA BREAD #4886,Food & Drink,96.93
TXN001412,2023-07-05,PETSMART #4179,Pets,313.40
TXN001931,2023-07-05,CHEVRON 60374973600139,Gas & Transport,178.93
TXN002161,2023-07-05,DOORDASH*SUBWAY,Food & Drink,24.80
TXN000856,2023-07-06,PAYPAL *EBAY,Shopping,286.50
TXN000871,2023-07-06,OLDNAVY.COM,Clothing,118.78
TXN002134,2023-07-06,Google Play,Entertainment,276.77
TXN002420,2023-07-06,SUBWAY #48629,Food & Drink,463.86
TXN002574,2023-07-06,WELLS FARGO BANK,Finance,68.93
TXN000052,2023-07-07,PETCO #88060,Pets,278.40
TXN000525,2023-07-07,EXPEDIA,Travel,209.86
TXN001470,2023-07-07,LOWE'S #3882,Home Improvement,99.32
TXN001932,2023-07-07,XBOX GAME PASS,Subscriptions,270.92
TXN002564,2023-07-07,DOORDASH*DOMINOS,Food & Drink,132.40
TXN002840,2023-07-07,ZARA USA LLC,Clothing,404.24
TXN000015,2023-07-08,AIRBNB PAYMENTS,Travel,188.48
TXN001625,2023-07-08,PETCO #90980,Pets,487.34
TXN000547,2023-07-09,AA*293332269928,Travel,303.29
TXN000883,2023-07-09,T-MOBILE*AUTO PAY,Utilities,444.99
TXN002400,2023-07-09,XBOX GAME PASS,Subscriptions,275.80
TXN002784,2023-07-09,Spotify USA,Subscriptions,62.62
TXN002915,2023-07-09,GAP #80747,Clothing,204.92
TXN001304,2023-07-10,H & M #78590,Clothing,93.42
TXN001890,2023-07-10,DISNEY PLUS,Subscriptions,304.43
TXN002020,2023-07-10,T-MOBILE*AUTO PAY,Utilities,459.48
TXN002432,2023-07-10,PETCO #41582,Pets,38.58
TXN002864,2023-07-10,AIRBNB * LJGMYL,Travel,10.89
TXN000438,2023-07-11,EXXON 34616072646018,Gas & Transport,37.50
TXN001681,2023-07-11,CVS/PHARM,Health,231.53
TXN001708,2023-07-11,PANERABREAD.COM,Food & Drink,488.98
TXN002399,2023-07-11,AT&T MOBILITY,Utilities,229.93
TXN000172,2023-07-12,THE HOME DEPOT #2471,Home Improvement,491.09
TXN000462,2023-07-12,Spotify USA,Subscriptions,134.93
TXN000832,2023-07-12,IKEA.COM/US,Home & Furniture,59.66
TXN000936,2023-07-13,WAL-MART SUPERCENTER,Shopping,462.41
TXN001712,2023-07-13,STARBUCKS STORE 73755,Food & Drink,301.26
TXN000060,2023-07-14,BOOKING.COM,Travel,156.11
TXN000184,2023-07-14,SAFEWAY #5234,Groceries,407.89
TXN000459,2023-07-14,WAYFAIR,Home & Furniture,3.43
TXN000466,2023-07-14,CHIPOTLE ONLINE,Food & Drink,226.90
TXN000554,2023-07-14,MC DONALDS,Food & Drink,443.10
TXN000969,2023-07-14,AMZN Mktp US*J66L8UL7,Shopping,87.19
TXN001466,2023-07-14,PLAYSTATION NETWORK,Entertainment,227.29
TXN001841,2023-07-14,ZARA USA LLC,Clothing,317.21
TXN002065,2023-07-14,DISNEY PLUS,Subscriptions,191.33
TXN002709,2023-07-14,AT&T *PAYMENT,Utilities,206.72
TXN000393,2023-07-15,XBOX GAME PASS,Subscriptions,444.51
